장소,지역,주소,구분,위도,경도,전화번호,홈페이지,제한조건
여수해상케이블카,여수시,전라남도 여수시 돌산읍 우두리 794-89,관광지,34.73058792,127.741525,061-664-7301,http://www.yeosucablecar.com/,소형
여수미남크루즈,여수시,전라남도 여수시 돌산읍 우두리 813-10,관광지,34.72945039,127.737257,1533-6256,http://www.minamcruise.com/,소형/중형
여수이사부크루즈,여수시,전라남도 여수시 돌산읍 우두리 813-9,관광지,34.72973124,127.736949,0507-1357-2128,http://www.gcruise.kr/main/main.php?,없음
스테이멍 애견펜션,여수시,전라남도 여수시 돌산읍 율림리 541-12,숙소,34.62396916,127.791666,0507-1319-4128,http://www.staymung.com/,소형/중형
향일암,여수시,전라남도 여수시 돌산읍 율림리 산 7,관광지,34.5937942,127.802988,061-644-4742,http://www.hyangiram.or.kr/,소형
여수 나폴리 하우스,여수시,전라남도 여수시 돌산읍 죽포리 109,숙소,34.64601933,127.793823,0507-1356-1252,http://yeosunapolihouse.co.kr,5kg 이하
라스텔라 스파펜션,여수시,전라남도 여수시 돌산읍 평사리 1006-12,숙소,34.65548548,127.726633,050-5765-0611,http://yslastella.kr/,소형
여수 안단테 스파 펜션,여수시,전라남도 여수시 돌산읍 평사리 1006-13,숙소,34.6555004,127.726837,050-5765-0610,http://ysandante.kr/,10kg 미만
여수 다시봄 애견동반 펜션,여수시,전라남도 여수시 돌산읍 평사리 1006-15,숙소,34.65551872,127.727332,050-5356-9561,http://www.dasibom.co.kr/,소형
여수 복자 스파펜션,여수시,전라남도 여수시 돌산읍 평사리 1006-9,숙소,34.65547838,127.726389,050-5356-9614,http://xn--pn3b83fpqgq1n.kr/,10kg 이하
느낌 스파펜션,여수시,전라남도 여수시 돌산읍 평사리 1253-11,숙소,34.68025341,127.776304,050-5765-0699,http://yeosufeeling.kr/,소형
무술목해변,여수시,전라남도 여수시 돌산읍 평사리 1271-3,관광지,34.68223799,127.7759,061-690-7362,,없음
여수 다옴,여수시,전라남도 여수시 돌산읍 평사리 1385-4,숙소,34.69874146,127.762461,061-642-1056,http://marginmax.me/pages/A2/index.html?idx=1870&co_id=daomm,10kg 미만
여수 가즈아풀빌라,여수시,전라남도 여수시 돌산읍 평사리 1395-84,숙소,34.70287737,127.757964,061-642-3399,http://www.xn--o39av1tqof4vh8ufo5s.com/,10kg 미만
슈가브리움 호텔 리조트,여수시,전라남도 여수시 돌산읍 평사리 1396-1,숙소,34.69895866,127.755274,0507-1344-2205,http://sugar-brium.com,25kg 미만
여수 느낌 애견풀빌라,여수시,전라남도 여수시 돌산읍 평사리 308-3,숙소,34.67262535,127.782177,050-5282-9306,http://xn--l89am7eh0bcyieyjs0fcsg55a298f.kr/,5kg 미만
여수 빌리지피어 펜션,여수시,전라남도 여수시 돌산읍 평사리 320-8,숙소,34.6698497,127.782648,0507-1389-1449,http://villagepier.kr/,소형
여수바다향기 키즈가족 독채펜션,여수시,전라남도 여수시 돌산읍 평사리 966,숙소,34.66213479,127.739173,050-5356-9563,http://www.ysea.co.kr/,소형/중형
여수 꿈에그린 애견동반펜션,여수시,전라남도 여수시 돌산읍 평사리 986-17,숙소,34.65823286,127.733367,050-5679-2984,http://ysdreampension.kr/,10kg 미만
아잉독,여수시,전라남도 여수시 미평동 257-1,식당/카페,34.76747661,127.70807,061-652-1125,http://www.instargram.com/aingdog_cafe,없음
미평산림욕장,여수시,전라남도 여수시 미평동 산 64-2,관광지,34.77660389,127.709456,,https://www.yeosu.go.kr/tour/leisure/walk/bonghwasan_exp_gil/,없음
여자만갯벌,여수시,전라남도 여수시 소라면 사곡리,관광지,34.79164857,127.577809,061-659-1060,https://www.yeosu.go.kr/tour/travel/island_beach?mode=view&idx=453,없음
해피투게독,여수시,전라남도 여수시 소호동 359-11,식당/카페,34.74465092,127.65216,070-7755-5959,,없음
소호동동다리,여수시,전라남도 여수시 소호동 498-1,관광지,34.74040129,127.650588,061-659-3971,,없음
웅천애견카페,여수시,전라남도 여수시 웅천동 1696-3,식당/카페,34.74626202,127.670873,061-692-0507,http://www.instagram.com/Ungcheondogcafe,없음
이순신공원,여수시,전라남도 여수시 웅천동 1865-1,관광지,34.74308074,127.678936,061-659-4629,,없음
여수항방파제 하멜등대,여수시,전라남도 여수시 종화동 458-7,관광지,34.73643208,127.747797,061-650-6035,https://www.yeosu.go.kr/tour/travel/island_beach?mode=view&idx=296,없음
여수해양공원,여수시,전라남도 여수시 종화동 526-7,관광지,34.7379571,127.74417,,https://www.yeosu.go.kr/tour/leisure/walk/marine_park,없음
종포해양공원,여수시,전라남도 여수시 중앙동 246-1,관광지,34.73728904,127.739707,061-690-2342,,없음
이순신광장전라좌수영거북선,여수시,전라남도 여수시 중앙동 385-6,관광지,34.73882613,127.736623,061-659-1326,,없음
개뭉치반려견세터,여수시,전라남도 여수시 충무동 347-1,식당/카페,34.76870746,127.612537,0507-1317-6286,http://www.instagram.com/pb.ryu,없음
거북선공원,여수시,전라남도 여수시 학동 162,관광지,34.76059056,127.666721,061-659-4627,,없음
여수 그린하우스 펜션,여수시,전라남도 여수시 화양면 이천리 208-10,숙소,34.74439725,127.584857,050-5356-9558,http://yeosugreen.kr/,10kg 미만
여수 물음표펜션,여수시,전라남도 여수시 화양면 이천리 689-1,숙소,34.72765374,127.568323,0507-1368-2052,https://blog.naver.com/aszx6255,10kg 미만
여수선사유적공원,여수시,전라남도 여수시 화장동 945-1,관광지,34.77876545,127.646238,061-659-4630,,없음
낭도항,여수시,전라남도 여수시 화정면 낭도리,관광지,34.59827716,127.546593,061-659-5696,,없음
모래미해수욕장,영광군,전라남도 영광군 백수읍 구수리,관광지,35.34727067,126.426767,061-350-5413,,없음
불갑테마공원,영광군,전라남도 영광군 불갑면 금계리 629-4,관광지,35.21580886,126.52859,061-350-4613,https://www.yeonggwang.go.kr/tour2/?type=view&sc_t_type=&mn=7413&site=tour_2019&t_idx=4337,소형
불갑산상사화축제,영광군,전라남도 영광군 불갑면 모악리 8,관광지,35.19967508,126.550048,061-350-5114,http://xn--vf4bnbz98ad4f37l.com/,없음
백바위해수욕장,영광군,전라남도 영광군 염산면 두우리 645,관광지,35.24252857,126.306626,061-350-5752,,없음
가마미해수욕장,영광군,전라남도 영광군 홍농읍 계마리 802-1,관광지,35.39762675,126.408005,061-356-1020,https://www.yeonggwang.go.kr/subpage/?site=tour_2019&mn=7387,없음
한마음공원,영광군,전라남도 영광군 홍농읍 성산리 514,관광지,35.41576218,126.431561,061-357-3521,,없음
카페 미술관아래,영암군,전라남도 영암군 군서면 도갑리 754-6,식당/카페,34.77512083,126.646673,0507-1481-4412,https://www.instagram.com/cafe_under.the.g/,없음
영암연희한옥펜션,영암군,전라남도 영암군 군서면 도갑리 762-2,숙소,34.7736987,126.645223,0507-1492-3314,https://site.onda.me/122617,35kg 미만
왕인박사유적지,영암군,전라남도 영암군 군서면 동구림리 산 17,관광지,34.75653038,126.629121,061-470-6643,https://www.yeongam.go.kr/home/historicalsite/wangin/yeongam.go,없음
코코독스 애견카페,영암군,전라남도 영암군 삼호읍 삼포리 745,식당/카페,34.74010586,126.399439,061-462-2222,https://blog.naver.com/cocodogs2222,16kg 이하
완도 용현이네 펜션,완도군,전라남도 완도군 신지면 대곡리 1497,숙소,34.34271973,126.818853,,https://happyrho.modoo.at/,소형
완도 리베라펜션,완도군,전라남도 완도군 신지면 신리 530-18,숙소,34.33542702,126.81238,0507-1310-4445,http://xn--oi2bm5b2zddyg8t1a.com/v2/default.html,소형
명사십리해수욕장,완도군,전라남도 완도군 신지면 신리 797-20,관광지,34.32731753,126.80886,061-550-6921,,없음
카페 써니힐,장성군,전라남도 장성군 남면 마령리 1043,식당/카페,35.24936083,126.769402,061-392-2188,,15kg 미만
한그루,장성군,전라남도 장성군 북하면 신성리 228-6,식당/카페,35.42609249,126.84563,070-8808-5338,,없음
장성호관광지,장성군,전라남도 장성군 북하면 쌍웅리 273,관광지,35.41593753,126.851107,061-392-7248,,없음
황룡강생태공원,장성군,전라남도 장성군 장성읍 기산리 57-5,관광지,35.30472534,126.777187,061-390-7429,,없음
장성호수변공원,장성군,전라남도 장성군 장성읍 용강리 164-1,관광지,35.35496755,126.817666,061-390-7496,,없음
운림산방,진도군,전라남도 진도군 의신면 사천리 61,관광지,34.46699348,126.308382,061-540-6286,,소형/중형
진도 남도진성,진도군,전라남도 진도군 임회면 남동리 163-5,관광지,34.36380311,126.169024,061-540-3428,,소형/중형
세방낙조 전망대,진도군,전라남도 진도군 지산면 가학리 산 27-3,관광지,34.440381,126.102227,061-544-0151,,없음
함평엑스포공원,함평군,전라남도 함평군 함평읍 수호리 1153-1,관광지,35.05618874,126.519949,061-320-2206,https://www.hampyeong.go.kr/expopark/,소형/중형
카페 히어리스트,해남군,전라남도 해남군 해남읍 구교리 306-4,식당/카페,34.57658069,126.593526,0507-1470-1505,https://www.instagram.com/cafe.herelist/,없음
개스트 애견카페,화순군,전라남도 화순군 한천면 금전리 302,식당/카페,34.97222969,126.986406,,http://instagram.com/dog.fitness.park_gaest,소형/중형
카페 아더맨,화순군,전라남도 화순군 화순읍 연양리 254-1,식당/카페,35.04160359,126.965461,0507-1304-7939,http://instagram.com/aderman__,없음
고인돌공원,고창군,전라북도 고창군 고창읍 도산리 676,관광지,35.44169795,126.652498,063-560-8666,,없음
보리나라 학원농장고창청보리밭,고창군,전라북도 고창군 공음면 선동리 산 119-22,관광지,35.37610431,126.54362,063-563-9897,http://borinara.co.kr/shop/page.html?id=2,없음
고창 청농원,고창군,전라북도 고창군 공음면 용수리 681,관광지,35.37359974,126.535064,063-561-6907,http://gobluefarm.com/,없음
구시포해수욕장,고창군,전라북도 고창군 상하면 자룡리,관광지,35.44173173,126.446121,063-564-6872,,없음
상하농원,고창군,전라북도 고창군 상하면 자룡리 산 1-2,관광지,35.44773896,126.450371,1522-3698,http://www.sanghafarm.co.kr,없음
선운사,고창군,전라북도 고창군 아산면 삼인리 500,관광지,35.49769748,126.579517,063-561-1422,http://www.seonunsa.org/,소형
경암동철길마을,군산시,전라북도 군산시 경암동 539-4,관광지,35.98130977,126.736212,063-450-6598,https://www.gunsan.go.kr/tour/m2099/view/433883,없음
구암역사공원,군산시,전라북도 군산시 구암동 358-2,관광지,35.98693796,126.742259,063-450-4472,,없음
군봉공원,군산시,전라북도 군산시 구암동 48-10,관광지,35.97889133,126.758612,063-454-5598,,없음
수덕공원,군산시,전라북도 군산시 금동 2-6,관광지,35.98994525,126.709063,063-454-5598,,없음
카페요즈음,군산시,전라북도 군산시 나운동 105-9,식당/카페,35.96286665,126.704983,0507-1341-0352,https://www.instagram.com/cafe__nowadays/?igshid=fq2w24f6xu7u,없음
은파호수공원,군산시,전라북도 군산시 나운동 1223-5,관광지,35.95536191,126.689075,063-454-4896,http://tour.gunsan.go.kr/index.gunsan,없음
개모임,군산시,전라북도 군산시 나운동 522-2,식당/카페,35.96888143,126.704299,063-466-0229,http://cafe.naver.com/gunsandogmeeting,소형
군산휴게소 반려견놀이터,군산시,전라북도 군산시 나포면 서포리 406-6,관광지,36.01825676,126.797846,063-453-2818,,없음
진포시비공원,군산시,전라북도 군산시 내흥동 894-8,관광지,36.0057289,126.755383,063-450-4472,,없음
메리그린,군산시,전라북도 군산시 명산동 12-8,식당/카페,35.98403698,126.710264,0507-1471-0977,https://www.instagram.com/merry_grin7/,없음
새만금비응공원,군산시,전라북도 군산시 비응도동 36-7,관광지,35.94388601,126.538986,063-454-3337,,없음
휴개소,군산시,전라북도 군산시 서수면 서수리 1143-1,식당/카페,35.98939992,126.87145,,https://www.instagram.com/_hyu.gae___sooooo/,10kg 이하
금강습지생태공원,군산시,전라북도 군산시 성산면 성덕리 181-1,관광지,36.02318644,126.768744,063-454-3330,,없음
금강시민공원,군산시,전라북도 군산시 성산면 성덕리 487-19,관광지,36.01123781,126.756162,063-454-3330,,없음
레트로키친,군산시,전라북도 군산시 수송동 832-5,식당/카페,35.96573494,126.716583,063-471-5541,https://www.instagram.com/restaurant_retrokitchen/,없음
군산수송공원,군산시,전라북도 군산시 수송동 851,관광지,35.96581117,126.720844,063-465-8191,https://www.gunsan.go.kr/,없음
신흥경로당,군산시,전라북도 군산시 신흥동 14-2,관광지,35.98753837,126.704909,063-446-9438,,없음
생말체육공원,군산시,전라북도 군산시 오식도동 508-1,관광지,35.96720988,126.570189,063-454-5572,,없음
리틀포레스트,군산시,전라북도 군산시 옥구읍 선제리 815-1,식당/카페,35.92000222,126.685912,0507-1338-1993,http://instagram.com/gunsan_littleforest,없음
새만금방조제,군산시,전라북도 군산시 옥도면 비안도리,관광지,35.73894516,126.455509,063-584-6822,https://www.isaemangeum.co.kr/bbs/content.php?co_id=business02_01,없음
선유도,군산시,전라북도 군산시 옥도면 선유도리 115-1,관광지,35.82310508,126.413288,063-465-5186,,없음
몽돌해수욕장,군산시,전라북도 군산시 옥도면 선유도리 151-4,관광지,35.82844515,126.402278,063-465-5186,,없음
군산 선유도리조트,군산시,전라북도 군산시 옥도면 선유도리 207-2,숙소,35.8134707,126.409776,063-471-0999,http://sunudo.com/skin1/,5kg 미만
새만금유람선,군산시,전라북도 군산시 옥도면 선유도리 90-1,관광지,35.82376074,126.416379,0507-1328-1920,http://www.sunyoudocruise.co.kr/,소형
월명공원,군산시,전라북도 군산시 해망동 998-2,관광지,35.98982049,126.7032,063-454-3337,,없음
김제시민운동장,김제시,전라북도 김제시 검산동 산 62-8,관광지,35.81037235,126.900053,063-540-3962,https://lrl.kr/ePRD,없음
성산공원,김제시,전라북도 김제시 교동 38-2,관광지,35.80106387,126.879348,063-540-3224,,없음
오늘여기,김제시,전라북도 김제시 금구면 낙성리 454-49,식당/카페,35.81248959,126.98954,0507-1473-5890,http://www.instagram.com/cafe_todayhere,없음
호두마루애견카페,김제시,전라북도 김제시 만경읍 대동리 65-7,식당/카페,35.8443238,126.861237,0507-1342-1026,http://instagram.com/hodumaru_cafe,없음
새만금무궁화공원,김제시,전라북도 김제시 진봉면 심포리 2416,관광지,35.8137592,126.482526,063-540-5886,,없음
남원 하늘정원 빌리지,남원시,전라북도 남원시 산내면 덕동리 323,숙소,35.35095991,127.552608,0507-1312-3013,http://www.girisanjang.net/html/index.html,5kg 미만
모정엔틱카페,남원시,전라북도 남원시 신촌동 50,식당/카페,35.40954107,127.407637,0507-1426-4589,https://www.instagram.com/mojeongcafe/,없음
춘향테마파크,남원시,전라북도 남원시 어현동 37-158,관광지,35.40146435,127.386902,063-620-5799,http://www.namwontheme.or.kr/,소형
카페멍,남원시,전라북도 남원시 어현동 37-24,식당/카페,35.40267754,127.388719,063-636-0720,https://www.instagram.com/cafe.mung_grooming/,10kg 미만
아담원,남원시,전라북도 남원시 이백면 양가리 80-4,식당/카페,35.44057131,127.476826,063-635-8342,https://blog.naver.com/adamwon,해당없음
요천생태습지공원 애견놀이터,남원시,전라북도 남원시 주생면 중동리 1009-48,관광지,35.38408239,127.343847,063-620-5802,https://www.namwon.go.kr/index.do?menuCd=DOM_000000203004003004,없음
무주 그랜드펜션,무주군,전라북도 무주군 설천면 삼공리 530-12,숙소,35.89839648,127.774915,,https://grandp.co.kr/,소형/중형
모항해수욕장,부안군,전라북도 부안군 변산면 도청리 203-45,관광지,35.58237042,126.507806,063-580-4449,http://www.ibuan.co.kr/tour02/index.htm,없음
카페 바람섬,부안군,전라북도 부안군 변산면 도청리 369-3,식당/카페,35.59385073,126.490397,063-581-0638,,없음
변산마실길2코스,부안군,전라북도 부안군 변산면 운산리 443-14,관광지,35.66392739,126.510394,063-580-4644,,없음
매창공원,부안군,전라북도 부안군 부안읍 서외리 566,관광지,35.71882124,126.728695,063-580-4434,,없음
줄포만갯벌생태공원,부안군,전라북도 부안군 줄포면 우포리 516-1,관광지,35.57912301,126.66698,063-580-3171,http://julpoman.buan.go.kr/,없음
부안 석란정펜션,부안군,전라북도 부안군 진서면 석포리 306-2,숙소,35.6091164,126.582658,0507-1332-9781,https://blog.naver.com/su977,3kg 미만
추억을나누며,부안군,전라북도 부안군 진서면 운호리 349-2,식당/카페,35.58748224,126.544128,063-581-0567,,없음
베르자르당,순창군,전라북도 순창군 순창읍 교성리 423-1,식당/카페,35.3652535,127.142575,0507-1325-5305,,없음
화양연화,순창군,전라북도 순창군 순창읍 남계리 694-1,식당/카페,35.37115272,127.142247,0507-1300-7134,,없음
순창 전통고추장 민속마을,순창군,전라북도 순창군 순창읍 백산리 265-66,관광지,35.36725784,127.109607,063-653-0703,,없음
그대로 그렇게,순창군,전라북도 순창군 쌍치면 용전리 620-1,식당/카페,35.51055747,127.016614,0507-1371-1226,https://www.instagram.com/as.it.is_2020/,없음
향가유원지,순창군,전라북도 순창군 풍산면 대가리 1-1,관광지,35.33953686,127.193358,063-650-1632,,없음
구이저수지,완주군,전라북도 완주군 구이면 원기리,관광지,35.73166834,127.098744,063-290-2114,https://www.wanju.go.kr/tour/index.wanju,없음
무릉도원,완주군,전라북도 완주군 동상면 대아리 6,숙소,35.99964249,127.336178,0507-1361-1602,http://www.murundowon.co.kr/,소형
예원캠핑장,완주군,전라북도 완주군 동상면 수만리 741,숙소,35.92687523,127.257713,,http://newyewon.com/,20kg 이하
비비낙안,완주군,전라북도 완주군 삼례읍 삼례리 768,식당/카페,35.90200625,127.073239,0507-1410-8608,https://blog.naver.com/bibijeong8606,없음
삼례문화예술촌,완주군,전라북도 완주군 삼례읍 후정리 247-1,관광지,35.90623513,127.065854,063-290-3862,http://www.samnyecav.kr/,없음
디어마이펫,완주군,전라북도 완주군 상관면 신리 516-2,숙소,35.77790008,127.204844,,http://dmph.dodosolution.net/main,없음
공기마을 편백나무숲,완주군,전라북도 완주군 상관면 죽림리 산 204-1,관광지,35.74599177,127.212489,063-290-2114,,없음
두베카페,완주군,전라북도 완주군 소양면 대흥리 371,식당/카페,35.90368121,127.243088,0507-1438-5222,http://www.stayhanok.com/,없음
완주 델루나펜션,완주군,전라북도 완주군 소양면 황운리 1-10,숙소,35.87641538,127.244166,063-246-7134,http://www.delluna.kr/,10kg 이하
자티,완주군,전라북도 완주군 용진읍 상삼리 291-6,식당/카페,35.86996253,127.183738,063-245-0011,,10kg 이하
완주 들꽃펜션,완주군,전라북도 완주군 운주면 산북리 405,숙소,36.10465037,127.336136,,http://www.dlkotps.net/,10kg 미만
소리공원,완주군,전라북도 완주군 이서면 갈산리 648,관광지,35.83624388,127.054978,063-290-3812,,없음
윤슬공원,완주군,전라북도 완주군 이서면 금평리 791,관광지,35.83273848,127.045616,063-290-3812,,없음
지사울공원,완주군,전라북도 완주군 이서면 용서리 777-1,관광지,35.82892791,127.022627,063-290-3812,,없음
수도산체육공원,익산시,전라북도 익산시 금강동 535,관광지,35.93421502,126.977017,063-859-4683,,없음
서동공원,익산시,전라북도 익산시 금마면 동고도리 534-3,관광지,36.00153176,127.057071,063-836-7461,https://www.iksan.go.kr/tour/index.iksan,없음
소소정원,익산시,전라북도 익산시 망성면 장선리 496,식당/카페,36.12928406,127.020956,063-862-2735,https://www.instagram.com/cafe.sosogarden/,없음
시트러스,익산시,전라북도 익산시 모현동1가 64-4,식당/카페,35.95344123,126.94491,0507-1470-0444,https://www.instagram.com/citrus_cup/,없음
익산배산공원,익산시,전라북도 익산시 모현동2가 산 9-1,관광지,35.95955583,126.944214,063-859-3848,,없음
클로이데이,익산시,전라북도 익산시 부송동 1032-9,식당/카페,35.95924104,126.98995,,https://www.instagram.com/_chloe_day/,없음
PTP 애견테마파크,익산시,전라북도 익산시 삼기면 연동리 604-2,식당/카페,36.03069411,127.011641,063-853-8888,,없음
중앙체육공원,익산시,전라북도 익산시 어양동 52,관광지,35.94973131,126.986127,063-859-4613,,없음
눈들재,익산시,전라북도 익산시 어양동 65-67,식당/카페,35.95208338,126.989896,0507-1387-3507,https://www.instagram.com/noondlejae_iksan/,없음
소리산자연마당,익산시,전라북도 익산시 영등동 291-116,관광지,35.95331977,126.968089,063-859-5892,,없음
익산시민공원,익산시,전라북도 익산시 영등동 814-1,관광지,35.96286107,126.976527,063-831-0085,,없음
다락방모모,익산시,전라북도 익산시 영등동 833-11,식당/카페,35.95944415,126.974969,,http://blog.naver.com/ykhpower,없음
나비애뜰,익산시,전라북도 익산시 춘포면 신동리 709,식당/카페,35.95035381,127.01595,063-831-0707,https://www.instagram.com/nabiaeddeul/,없음
달빛소리수목원,익산시,전라북도 익산시 춘포면 천서리 378-2,관광지,35.93952701,127.033123,063-834-9065,https://blog.naver.com/dal90651,소형/중형
함라정원,익산시,전라북도 익산시 함라면 신대리 128-21,식당/카페,36.04961034,126.913,0507-1487-0161,https://www.instagram.com/hamnagarden/,없음
익산 함라마을,익산시,전라북도 익산시 함라면 함열리 314,관광지,36.05975959,126.909139,063-859-5797,https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS_TOUR_TOUR&menuCd=DOM_000005901001000000&dataSid=263644,없음
배산체육공원,익산시,전라북도 익산시 현영동 169,관광지,35.95988861,126.940371,063-859-3848,https://www.iksan.go.kr/tour/board/view.iksan?boardId=BBS_TOUR_TOUR&menuCd=DOM_000005901001000000&dataSid=263665,없음
사선대,임실군,전라북도 임실군 관촌면 관촌리 222,관광지,35.67237536,127.274626,063-640-2923,,없음
임실치즈테마파크,임실군,전라북도 임실군 성수면 도인리 689,관광지,35.63310203,127.301258,063-643-9540,cheesepark.kr,없음
오수휴게소 반려견놀이터,임실군,전라북도 임실군 오수면 대명리 783-16,관광지,35.54024563,127.311615,063-644-5115,,없음
오수의견공원,임실군,전라북도 임실군 오수면 오수리 33,관광지,35.54520338,127.332678,063-640-2941,,소형
임실 달빛이 머무는 펜션,임실군,전라북도 임실군 운암면 운정리 220-71,숙소,35.58779064,127.102382,063-222-6276,http://moonlightstay.com/xe/,소형
요산공원,임실군,전라북도 임실군 운암면 입석리 490-15,관광지,35.63037732,127.154886,063-640-2344,,없음
의암주논개생가지논개생가,장수군,전라북도 장수군 장계면 대곡리 708,관광지,35.68062023,127.62012,063-352-2550,https://www.jangsu.go.kr/tour/index.jangsu?menuCd=DOM_000000805006000000,없음
무이사회,전주시 덕진구,전라북도 전주시 덕진구 금상동 1285-12,식당/카페,35.8429313,127.184686,0507-1354-4422,https://www.instagram.com/muisahoe/,17kg 이하 가능
궁호텔,전주시 덕진구,전라북도 전주시 덕진구 금암동 700-3,숙소,35.83504606,127.13141,063-255-3311,,소형/중형
냥이숑숑다방,전주시 덕진구,전라북도 전주시 덕진구 덕진동1가 1263-16,식당/카페,35.84286028,127.127686,063-901-9804,http://www.instagram.com/vet_cafe,없음
전주덕진공원,전주시 덕진구,전라북도 전주시 덕진구 덕진동1가 1316-2,관광지,35.84749476,127.121031,063-239-2607,https://www.jbcia.or.kr/board/bbs/board.php?bo_table=tour&wr_id=144&lnb=6010&page=5,없음
전주천생태학습장,전주시 덕진구,전라북도 전주시 덕진구 덕진동2가 646-1,관광지,35.84916547,127.110002,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
라라펫살롱,전주시 덕진구,전라북도 전주시 덕진구 덕진동2가 667-1,식당/카페,35.8452469,127.109308,,http://www.instagram.com/lalapetsalon,없음
하늘공원,전주시 덕진구,전라북도 전주시 덕진구 덕진동2가 682,관광지,35.84551093,127.107448,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
전주월드컵경기장,전주시 덕진구,전라북도 전주시 덕진구 반월동 763-1,관광지,35.86808385,127.064503,063-239-2546,http://www.hyundai-motorsfc.com/club/stadium.asp,없음
전주 메이드 호텔,전주시 덕진구,전라북도 전주시 덕진구 산정동 871-2,숙소,35.83732954,127.169776,063-247-1616,https://madehotel.modoo.at,소형/중형
오송제,전주시 덕진구,전라북도 전주시 덕진구 송천동1가 9-1,관광지,35.861883,127.136677,,https://tour.jeonju.go.kr/board/view.jeonju?menuCd=DOM_000000101006002000&boardId=BBS_0000003&dataSid=9758,없음
세병공원,전주시 덕진구,전라북도 전주시 덕진구 송천동2가,관광지,35.87257775,127.130322,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
화정공원,전주시 덕진구,전라북도 전주시 덕진구 송천동2가 1356,관광지,35.87055241,127.13803,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
나들목가족공원,전주시 덕진구,전라북도 전주시 덕진구 용정동 469-15,관광지,35.87627198,127.055532,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
아중호수,전주시 덕진구,전라북도 전주시 덕진구 우아동1가 1097-8,관광지,35.82596376,127.17106,063-281-5325,,없음
아중체련공원,전주시 덕진구,전라북도 전주시 덕진구 인후동1가 16,관광지,35.82258424,127.169257,063-239-2564,https://www.jjss.or.kr/reserv/index.9is?contentUid=ff8080816c5f9de6016cd700142b0dd4&programUid=000000007076dd01017076fc7fcf00f33,없음
인후공원 유아숲체험원,전주시 덕진구,전라북도 전주시 덕진구 인후동1가 550-1,관광지,35.84104399,127.158143,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
기린공원,전주시 덕진구,전라북도 전주시 덕진구 인후동1가 925,관광지,35.82403929,127.162358,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
엽순근린공원,전주시 덕진구,전라북도 전주시 덕진구 장동 1073,관광지,35.84232002,127.061236,063-239-2546,,없음
기지제수변공원,전주시 덕진구,전라북도 전주시 덕진구 장동 1094,관광지,35.84124798,127.064498,063-222-1000,https://deokjingu.jeonju.go.kr/,없음
중동근린공원,전주시 덕진구,전라북도 전주시 덕진구 중동 787-11,관광지,35.83354843,127.062141,063-281-2107,,없음
전주반려동물놀이터 같이가개,전주시 덕진구,전라북도 전주시 덕진구 팔복동4가 1165,관광지,35.86752188,127.092441,063-281-5277,,없음
해품달,전주시 완산구,전라북도 전주시 완산구 교동 186-5,숙소,35.81162831,127.153224,0507-1430-2026,,소형/중형
전주사연생태박물관,전주시 완산구,전라북도 전주시 완산구 교동 951-1,관광지,35.81159258,127.162587,063-288-9540,,없음
1723 카페,전주시 완산구,전라북도 전주시 완산구 교동 98-2,식당/카페,35.81263594,127.151717,063-288-1723,http://blog.naver.com/cafe1723,야외테라스만 동반 가능
랑랑 랑개 민박,전주시 완산구,전라북도 전주시 완산구 대성동 200,숙소,35.79603154,127.173445,0507-1331-4653,https://125ranggae.modoo.at/,없음
그린공원,전주시 완산구,전라북도 전주시 완산구 삼천동1가 659,관광지,35.79492105,127.121444,063-281-2107,,없음
리버클래스공원,전주시 완산구,전라북도 전주시 완산구 삼천동2가 772,관광지,35.7951751,127.107648,063-281-2808,,없음
벼리채,전주시 완산구,전라북도 전주시 완산구 서서학동 1-1,숙소,35.80848953,127.151771,,http://blog.naver.com/byuriche,없음
풍남문,전주시 완산구,전라북도 전주시 완산구 전동 83-4,관광지,35.81350837,127.147579,063-287-6008,,없음
리버스아쿠아,전주시 완산구,전라북도 전주시 완산구 중화산동2가 608-3,식당/카페,35.81807954,127.119716,0507-1349-3016,https://blog.naver.com/cksdnr1015,없음
신성공원,전주시 완산구,전라북도 전주시 완산구 평화동2가 230-2,관광지,35.79138014,127.134825,063-281-2107,,없음
평화생태공원,전주시 완산구,전라북도 전주시 완산구 평화동2가 889-7,관광지,35.78510176,127.133196,063-281-2808,,없음
꼴 게스트하우스,전주시 완산구,전라북도 전주시 완산구 풍남동2가 38-3,숙소,35.81809089,127.152021,0502-1484-8560,http://www.ggol.kr/,없음
전망 카페,전주시 완산구,전라북도 전주시 완산구 풍남동3가 24-1,식당/카페,35.81636288,127.154015,0507-1400-6106,http://jeonmangnet.modoo.at/,없음
쿠치로,전주시 완산구,전라북도 전주시 완산구 효자동2가 1156-7,식당/카페,35.81491167,127.108151,063-222-0196,,없음
이바디공원,전주시 완산구,전라북도 전주시 완산구 효자동2가 1314-8,관광지,35.81069529,127.101116,063-281-2107,,없음
